sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
192.168.2.200,192.168.2.100,37986,3000,6,40,5032,FSPA,2019/12/28T19:00:32.352,0.140,2019/12/28T19:00:32.492,local
192.168.2.100,192.168.2.200,3000,37986,6,40,3208,FSPA,2019/12/28T19:00:32.352,0.140,2019/12/28T19:00:32.492,local
192.168.2.200,192.168.2.100,37988,3000,6,40,5112,FSPA,2019/12/28T19:00:32.492,0.308,2019/12/28T19:00:32.800,local
192.168.2.100,192.168.2.200,3000,37988,6,40,3208,FSPA,2019/12/28T19:00:32.492,0.308,2019/12/28T19:00:32.800,local
192.168.2.100,192.168.2.200,3000,37990,6,40,3208,FSPA,2019/12/28T19:00:32.800,0.156,2019/12/28T19:00:32.956,local
192.168.2.200,192.168.2.100,37990,3000,6,40,5056,FSPA,2019/12/28T19:00:32.796,0.160,2019/12/28T19:00:32.956,local
192.168.2.100,192.168.2.200,3000,37992,6,40,3208,FSPA,2019/12/28T19:00:32.956,0.144,2019/12/28T19:00:33.100,local
192.168.2.200,192.168.2.100,37992,3000,6,40,5080,FSPA,2019/12/28T19:00:32.956,0.144,2019/12/28T19:00:33.100,local
192.168.2.200,192.168.2.100,37994,3000,6,40,5048,FSPA,2019/12/28T19:00:33.100,0.140,2019/12/28T19:00:33.240,local
192.168.2.100,192.168.2.200,3000,37994,6,40,3208,FSPA,2019/12/28T19:00:33.100,0.140,2019/12/28T19:00:33.240,local
192.168.2.100,192.168.2.200,3000,37996,6,40,3208,FSPA,2019/12/28T19:00:33.240,0.140,2019/12/28T19:00:33.380,local
192.168.2.200,192.168.2.100,37996,3000,6,40,3640,FSPA,2019/12/28T19:00:33.240,0.140,2019/12/28T19:00:33.380,local
192.168.2.100,192.168.2.200,3000,37998,6,40,3208,FSPA,2019/12/28T19:00:33.380,0.144,2019/12/28T19:00:33.524,local
192.168.2.200,192.168.2.100,37998,3000,6,40,3648,FSPA,2019/12/28T19:00:33.380,0.144,2019/12/28T19:00:33.524,local
192.168.2.100,192.168.2.200,3000,38000,6,40,3208,FSPA,2019/12/28T19:00:33.524,0.140,2019/12/28T19:00:33.664,local
192.168.2.200,192.168.2.100,38000,3000,6,40,3616,FSPA,2019/12/28T19:00:33.524,0.140,2019/12/28T19:00:33.664,local
192.168.2.200,192.168.2.100,38002,3000,6,40,3656,FSPA,2019/12/28T19:00:33.664,0.144,2019/12/28T19:00:33.808,local
192.168.2.100,192.168.2.200,3000,38002,6,40,3208,FSPA,2019/12/28T19:00:33.664,0.144,2019/12/28T19:00:33.808,local
192.168.2.200,192.168.2.100,38004,3000,6,40,3640,FSPA,2019/12/28T19:00:33.808,0.140,2019/12/28T19:00:33.948,local
192.168.2.100,192.168.2.200,3000,38004,6,40,3208,FSPA,2019/12/28T19:00:33.808,0.140,2019/12/28T19:00:33.948,local
192.168.2.200,192.168.2.100,38006,3000,6,40,3616,FSPA,2019/12/28T19:00:33.972,0.140,2019/12/28T19:00:34.112,local
192.168.2.100,192.168.2.200,3000,38006,6,40,3208,FSPA,2019/12/28T19:00:33.972,0.140,2019/12/28T19:00:34.112,local
192.168.2.200,192.168.2.100,38008,3000,6,40,3624,FSPA,2019/12/28T19:00:34.112,0.140,2019/12/28T19:00:34.252,local
192.168.2.100,192.168.2.200,3000,38008,6,40,3208,FSPA,2019/12/28T19:00:34.112,0.140,2019/12/28T19:00:34.252,local
192.168.2.200,192.168.2.100,38010,3000,6,40,3664,FSPA,2019/12/28T19:00:34.252,0.144,2019/12/28T19:00:34.396,local
192.168.2.100,192.168.2.200,3000,38010,6,40,3208,FSPA,2019/12/28T19:00:34.252,0.144,2019/12/28T19:00:34.396,local
192.168.2.200,192.168.2.100,38012,3000,6,40,3648,FSPA,2019/12/28T19:00:34.396,0.136,2019/12/28T19:00:34.532,local
192.168.2.100,192.168.2.200,3000,38012,6,40,3208,FSPA,2019/12/28T19:00:34.396,0.136,2019/12/28T19:00:34.532,local
192.168.2.200,192.168.2.100,38014,3000,6,40,3624,FSPA,2019/12/28T19:00:34.532,0.136,2019/12/28T19:00:34.668,local
192.168.2.100,192.168.2.200,3000,38014,6,40,3208,FSPA,2019/12/28T19:00:34.532,0.136,2019/12/28T19:00:34.668,local
192.168.2.200,192.168.2.100,38016,3000,6,40,6344,FSPA,2019/12/28T19:00:34.668,0.136,2019/12/28T19:00:34.804,local
192.168.2.100,192.168.2.200,3000,38016,6,40,3208,FSPA,2019/12/28T19:00:34.668,0.136,2019/12/28T19:00:34.804,local
192.168.2.200,192.168.2.100,38018,3000,6,40,3496,FSPA,2019/12/28T19:00:34.804,0.144,2019/12/28T19:00:34.948,local
192.168.2.100,192.168.2.200,3000,38018,6,40,3208,FSPA,2019/12/28T19:00:34.804,0.144,2019/12/28T19:00:34.948,local
192.168.2.200,192.168.2.100,38020,3000,6,40,5056,FSPA,2019/12/28T19:00:34.948,0.124,2019/12/28T19:00:35.072,local
192.168.2.100,192.168.2.200,3000,38020,6,40,3208,FSPA,2019/12/28T19:00:34.948,0.124,2019/12/28T19:00:35.072,local
192.168.2.200,192.168.2.100,38022,3000,6,40,5048,FSPA,2019/12/28T19:00:35.072,0.140,2019/12/28T19:00:35.212,local
192.168.2.100,192.168.2.200,3000,38022,6,40,3208,FSPA,2019/12/28T19:00:35.072,0.140,2019/12/28T19:00:35.212,local
192.168.2.200,192.168.2.100,38024,3000,6,40,5192,FSPA,2019/12/28T19:00:35.212,0.136,2019/12/28T19:00:35.348,local
192.168.2.100,192.168.2.200,3000,38024,6,40,3208,FSPA,2019/12/28T19:00:35.212,0.136,2019/12/28T19:00:35.348,local
192.168.2.200,192.168.2.100,38026,3000,6,40,5112,FSPA,2019/12/28T19:00:35.348,0.140,2019/12/28T19:00:35.488,local
192.168.2.100,192.168.2.200,3000,38026,6,40,3208,FSPA,2019/12/28T19:00:35.348,0.140,2019/12/28T19:00:35.488,local
192.168.2.100,192.168.2.200,3000,38028,6,40,3208,FSPA,2019/12/28T19:00:35.488,0.136,2019/12/28T19:00:35.624,local
192.168.2.200,192.168.2.100,38028,3000,6,40,5104,FSPA,2019/12/28T19:00:35.488,0.136,2019/12/28T19:00:35.624,local
192.168.2.100,192.168.2.200,3000,38030,6,40,3208,FSPA,2019/12/28T19:00:35.624,0.140,2019/12/28T19:00:35.764,local
192.168.2.200,192.168.2.100,38030,3000,6,40,5048,FSPA,2019/12/28T19:00:35.624,0.140,2019/12/28T19:00:35.764,local
192.168.2.100,192.168.2.200,3000,38032,6,40,3208,FSPA,2019/12/28T19:00:35.764,0.140,2019/12/28T19:00:35.904,local
192.168.2.200,192.168.2.100,38032,3000,6,40,5056,FSPA,2019/12/28T19:00:35.788,0.140,2019/12/28T19:00:35.928,local
192.168.2.100,192.168.2.200,3000,38034,6,40,3208,FSPA,2019/12/28T19:00:35.928,0.140,2019/12/28T19:00:36.068,local
192.168.2.200,192.168.2.100,38034,3000,6,40,5064,FSPA,2019/12/28T19:00:35.928,0.136,2019/12/28T19:00:36.064,local
192.168.2.100,192.168.2.200,3000,38036,6,40,3208,FSPA,2019/12/28T19:00:36.064,0.140,2019/12/28T19:00:36.204,local
192.168.2.200,192.168.2.100,38036,3000,6,40,4160,FSPA,2019/12/28T19:00:36.064,0.140,2019/12/28T19:00:36.204,local
192.168.2.100,192.168.2.200,3000,38038,6,40,3208,FSPA,2019/12/28T19:00:36.204,0.140,2019/12/28T19:00:36.344,local
192.168.2.200,192.168.2.100,38038,3000,6,40,6176,FSPA,2019/12/28T19:00:36.204,0.140,2019/12/28T19:00:36.344,local
192.168.2.200,192.168.2.100,38040,3000,6,40,3616,FSPA,2019/12/28T19:00:36.344,0.136,2019/12/28T19:00:36.480,local
192.168.2.100,192.168.2.200,3000,38040,6,40,3208,FSPA,2019/12/28T19:00:36.344,0.136,2019/12/28T19:00:36.480,local
192.168.2.200,192.168.2.100,38042,3000,6,48,4064,FSPA,2019/12/28T19:00:36.480,0.140,2019/12/28T19:00:36.620,local
192.168.2.100,192.168.2.200,3000,38042,6,40,3208,FSPA,2019/12/28T19:00:36.480,0.140,2019/12/28T19:00:36.620,local
192.168.2.200,192.168.2.100,38044,3000,6,40,6168,FSPA,2019/12/28T19:00:36.616,0.132,2019/12/28T19:00:36.748,local
192.168.2.100,192.168.2.200,3000,38044,6,40,3208,FSPA,2019/12/28T19:00:36.620,0.128,2019/12/28T19:00:36.748,local
192.168.2.200,192.168.2.100,38046,3000,6,40,5424,FSPA,2019/12/28T19:00:36.748,0.140,2019/12/28T19:00:36.888,local
192.168.2.100,192.168.2.200,3000,38046,6,40,3208,FSPA,2019/12/28T19:00:36.748,0.140,2019/12/28T19:00:36.888,local
192.168.2.200,192.168.2.100,38048,3000,6,40,3648,FSPA,2019/12/28T19:00:36.888,0.140,2019/12/28T19:00:37.028,local
192.168.2.100,192.168.2.200,3000,38048,6,40,3208,FSPA,2019/12/28T19:00:36.888,0.140,2019/12/28T19:00:37.028,local
192.168.2.200,192.168.2.100,38050,3000,6,40,6176,FSPA,2019/12/28T19:00:37.028,0.128,2019/12/28T19:00:37.156,local
192.168.2.100,192.168.2.200,3000,38050,6,40,3208,FSPA,2019/12/28T19:00:37.028,0.128,2019/12/28T19:00:37.156,local
192.168.2.200,192.168.2.100,38052,3000,6,40,5424,FSPA,2019/12/28T19:00:37.156,0.140,2019/12/28T19:00:37.296,local
192.168.2.100,192.168.2.200,3000,38052,6,40,3208,FSPA,2019/12/28T19:00:37.156,0.140,2019/12/28T19:00:37.296,local
192.168.2.200,192.168.2.100,38054,3000,6,40,3648,FSPA,2019/12/28T19:00:37.296,0.140,2019/12/28T19:00:37.436,local
192.168.2.100,192.168.2.200,3000,38054,6,40,3208,FSPA,2019/12/28T19:00:37.296,0.140,2019/12/28T19:00:37.436,local
192.168.2.200,192.168.2.100,38056,3000,6,40,6176,FSPA,2019/12/28T19:00:37.436,0.136,2019/12/28T19:00:37.572,local
192.168.2.100,192.168.2.200,3000,38056,6,40,3208,FSPA,2019/12/28T19:00:37.436,0.136,2019/12/28T19:00:37.572,local
192.168.2.200,192.168.2.100,38058,3000,6,40,5424,FSPA,2019/12/28T19:00:37.572,0.132,2019/12/28T19:00:37.704,local
192.168.2.100,192.168.2.200,3000,38058,6,40,3208,FSPA,2019/12/28T19:00:37.572,0.132,2019/12/28T19:00:37.704,local
192.168.2.100,192.168.2.200,3000,38060,6,40,3208,FSPA,2019/12/28T19:00:37.704,0.132,2019/12/28T19:00:37.836,local
192.168.2.200,192.168.2.100,38060,3000,6,40,3648,FSPA,2019/12/28T19:00:37.704,0.132,2019/12/28T19:00:37.836,local
192.168.2.100,192.168.2.200,3000,38062,6,40,3208,FSPA,2019/12/28T19:00:37.836,0.124,2019/12/28T19:00:37.960,local
192.168.2.200,192.168.2.100,38062,3000,6,40,6176,FSPA,2019/12/28T19:00:37.860,0.124,2019/12/28T19:00:37.984,local
192.168.2.200,192.168.2.100,38064,3000,6,40,5424,FSPA,2019/12/28T19:00:37.984,0.136,2019/12/28T19:00:38.120,local
192.168.2.100,192.168.2.200,3000,38064,6,40,3208,FSPA,2019/12/28T19:00:37.984,0.136,2019/12/28T19:00:38.120,local
192.168.2.200,192.168.2.100,38066,3000,6,40,3648,FSPA,2019/12/28T19:00:38.120,0.132,2019/12/28T19:00:38.252,local
192.168.2.100,192.168.2.200,3000,38066,6,40,3208,FSPA,2019/12/28T19:00:38.120,0.132,2019/12/28T19:00:38.252,local
192.168.2.100,192.168.2.200,3000,38068,6,40,3208,FSPA,2019/12/28T19:00:38.252,0.120,2019/12/28T19:00:38.372,local
192.168.2.200,192.168.2.100,38068,3000,6,40,6168,FSPA,2019/12/28T19:00:38.248,0.124,2019/12/28T19:00:38.372,local
192.168.2.100,192.168.2.200,3000,38070,6,40,3208,FSPA,2019/12/28T19:00:38.372,0.132,2019/12/28T19:00:38.504,local
192.168.2.200,192.168.2.100,38070,3000,6,40,5424,FSPA,2019/12/28T19:00:38.372,0.132,2019/12/28T19:00:38.504,local
192.168.2.100,192.168.2.200,3000,38072,6,40,3208,FSPA,2019/12/28T19:00:38.504,0.136,2019/12/28T19:00:38.640,local
192.168.2.200,192.168.2.100,38072,3000,6,40,3648,FSPA,2019/12/28T19:00:38.504,0.136,2019/12/28T19:00:38.640,local
192.168.2.100,192.168.2.200,3000,38074,6,40,3208,FSPA,2019/12/28T19:00:38.640,0.124,2019/12/28T19:00:38.764,local
192.168.2.200,192.168.2.100,38074,3000,6,40,6176,FSPA,2019/12/28T19:00:38.640,0.124,2019/12/28T19:00:38.764,local
192.168.2.100,192.168.2.200,3000,38076,6,40,3208,FSPA,2019/12/28T19:00:38.764,0.132,2019/12/28T19:00:38.896,local
192.168.2.200,192.168.2.100,38076,3000,6,40,4880,FSPA,2019/12/28T19:00:38.764,0.132,2019/12/28T19:00:38.896,local
192.168.2.100,192.168.2.200,3000,38078,6,40,3208,FSPA,2019/12/28T19:00:38.896,0.140,2019/12/28T19:00:39.036,local
192.168.2.200,192.168.2.100,38078,3000,6,40,3648,FSPA,2019/12/28T19:00:38.896,0.140,2019/12/28T19:00:39.036,local
192.168.2.200,192.168.2.100,38080,3000,6,40,6176,FSPA,2019/12/28T19:00:39.036,0.144,2019/12/28T19:00:39.180,local
192.168.2.100,192.168.2.200,3000,38080,6,40,3208,FSPA,2019/12/28T19:00:39.036,0.144,2019/12/28T19:00:39.180,local
192.168.2.200,192.168.2.100,38082,3000,6,40,4896,FSPA,2019/12/28T19:00:39.180,0.136,2019/12/28T19:00:39.316,local
192.168.2.100,192.168.2.200,3000,38082,6,40,3208,FSPA,2019/12/28T19:00:39.180,0.136,2019/12/28T19:00:39.316,local
192.168.2.200,192.168.2.100,38084,3000,6,40,3648,FSPA,2019/12/28T19:00:39.316,0.136,2019/12/28T19:00:39.452,local
192.168.2.100,192.168.2.200,3000,38084,6,40,3208,FSPA,2019/12/28T19:00:39.316,0.136,2019/12/28T19:00:39.452,local
192.168.2.100,192.168.2.200,3000,38086,6,40,3208,FSPA,2019/12/28T19:00:39.452,0.132,2019/12/28T19:00:39.584,local
192.168.2.200,192.168.2.100,38086,3000,6,40,6168,FSPA,2019/12/28T19:00:39.448,0.136,2019/12/28T19:00:39.584,local
192.168.2.100,192.168.2.200,3000,38088,6,40,3208,FSPA,2019/12/28T19:00:39.584,0.132,2019/12/28T19:00:39.716,local
192.168.2.200,192.168.2.100,38088,3000,6,40,5248,FSPA,2019/12/28T19:00:39.584,0.132,2019/12/28T19:00:39.716,local
192.168.2.200,192.168.2.100,38090,3000,6,40,3648,FSPA,2019/12/28T19:00:39.716,0.136,2019/12/28T19:00:39.852,local
192.168.2.100,192.168.2.200,3000,38090,6,40,3208,FSPA,2019/12/28T19:00:39.716,0.136,2019/12/28T19:00:39.852,local
192.168.2.200,192.168.2.100,38092,3000,6,40,6176,FSPA,2019/12/28T19:00:39.852,0.136,2019/12/28T19:00:39.988,local
192.168.2.100,192.168.2.200,3000,38092,6,40,3208,FSPA,2019/12/28T19:00:39.668,0.136,2019/12/28T19:00:39.804,local
192.168.2.100,192.168.2.200,3000,38094,6,40,3208,FSPA,2019/12/28T19:00:39.804,0.132,2019/12/28T19:00:39.936,local
192.168.2.200,192.168.2.100,38094,3000,6,40,5296,FSPA,2019/12/28T19:00:39.804,0.132,2019/12/28T19:00:39.936,local
192.168.2.200,192.168.2.100,38096,3000,6,40,3648,FSPA,2019/12/28T19:00:39.936,0.136,2019/12/28T19:00:40.072,local
192.168.2.100,192.168.2.200,3000,38096,6,40,3208,FSPA,2019/12/28T19:00:39.936,0.136,2019/12/28T19:00:40.072,local
192.168.2.200,192.168.2.100,38098,3000,6,40,6176,FSPA,2019/12/28T19:00:40.072,0.136,2019/12/28T19:00:40.208,local
192.168.2.100,192.168.2.200,3000,38098,6,40,3208,FSPA,2019/12/28T19:00:40.072,0.136,2019/12/28T19:00:40.208,local
192.168.2.200,192.168.2.100,38100,3000,6,40,5424,FSPA,2019/12/28T19:00:40.208,0.136,2019/12/28T19:00:40.344,local
192.168.2.100,192.168.2.200,3000,38100,6,40,3208,FSPA,2019/12/28T19:00:40.208,0.136,2019/12/28T19:00:40.344,local
192.168.2.100,192.168.2.200,3000,38102,6,40,3208,FSPA,2019/12/28T19:00:40.344,0.136,2019/12/28T19:00:40.480,local
192.168.2.200,192.168.2.100,38102,3000,6,40,3624,FSPA,2019/12/28T19:00:40.344,0.136,2019/12/28T19:00:40.480,local
192.168.2.100,192.168.2.200,3000,38104,6,40,3208,FSPA,2019/12/28T19:00:40.480,0.140,2019/12/28T19:00:40.620,local
192.168.2.200,192.168.2.100,38104,3000,6,40,6176,FSPA,2019/12/28T19:00:40.480,0.136,2019/12/28T19:00:40.616,local
192.168.2.200,192.168.2.100,38106,3000,6,40,5424,FSPA,2019/12/28T19:00:40.616,0.144,2019/12/28T19:00:40.760,local
192.168.2.100,192.168.2.200,3000,38106,6,40,3208,FSPA,2019/12/28T19:00:40.616,0.144,2019/12/28T19:00:40.760,local
192.168.2.100,192.168.2.200,3000,38108,6,40,3208,FSPA,2019/12/28T19:00:40.760,0.136,2019/12/28T19:00:40.896,local
192.168.2.200,192.168.2.100,38108,3000,6,40,3624,FSPA,2019/12/28T19:00:40.760,0.136,2019/12/28T19:00:40.896,local
192.168.2.200,192.168.2.100,38110,3000,6,40,6176,FSPA,2019/12/28T19:00:40.896,0.128,2019/12/28T19:00:41.024,local
192.168.2.100,192.168.2.200,3000,38110,6,40,3208,FSPA,2019/12/28T19:00:40.896,0.128,2019/12/28T19:00:41.024,local
192.168.2.200,192.168.2.100,38112,3000,6,40,5424,FSPA,2019/12/28T19:00:41.020,0.140,2019/12/28T19:00:41.160,local
192.168.2.100,192.168.2.200,3000,38112,6,40,3208,FSPA,2019/12/28T19:00:41.024,0.136,2019/12/28T19:00:41.160,local
192.168.2.200,192.168.2.100,38114,3000,6,40,3624,FSPA,2019/12/28T19:00:41.160,0.136,2019/12/28T19:00:41.296,local
192.168.2.100,192.168.2.200,3000,38114,6,40,3208,FSPA,2019/12/28T19:00:41.160,0.136,2019/12/28T19:00:41.296,local
192.168.2.200,192.168.2.100,38116,3000,6,40,6176,FSPA,2019/12/28T19:00:41.296,0.124,2019/12/28T19:00:41.420,local
192.168.2.100,192.168.2.200,3000,38116,6,40,3208,FSPA,2019/12/28T19:00:41.296,0.124,2019/12/28T19:00:41.420,local
192.168.2.100,192.168.2.200,3000,38118,6,40,3208,FSPA,2019/12/28T19:00:41.420,0.140,2019/12/28T19:00:41.560,local
192.168.2.200,192.168.2.100,38118,3000,6,40,5424,FSPA,2019/12/28T19:00:41.420,0.136,2019/12/28T19:00:41.556,local
192.168.2.100,192.168.2.200,3000,38120,6,40,3208,FSPA,2019/12/28T19:00:41.556,0.136,2019/12/28T19:00:41.692,local
192.168.2.200,192.168.2.100,38120,3000,6,40,3624,FSPA,2019/12/28T19:00:41.556,0.136,2019/12/28T19:00:41.692,local
192.168.2.100,192.168.2.200,3000,38122,6,40,3208,FSPA,2019/12/28T19:00:41.692,0.132,2019/12/28T19:00:41.824,local
192.168.2.200,192.168.2.100,38122,3000,6,40,6168,FSPA,2019/12/28T19:00:41.688,0.136,2019/12/28T19:00:41.824,local
192.168.2.100,192.168.2.200,3000,38124,6,40,3208,FSPA,2019/12/28T19:00:41.536,0.136,2019/12/28T19:00:41.672,local
192.168.2.200,192.168.2.100,38124,3000,6,40,5424,FSPA,2019/12/28T19:00:41.536,0.136,2019/12/28T19:00:41.672,local
192.168.2.100,192.168.2.200,3000,38126,6,40,3208,FSPA,2019/12/28T19:00:41.672,0.136,2019/12/28T19:00:41.808,local
192.168.2.200,192.168.2.100,38126,3000,6,40,3624,FSPA,2019/12/28T19:00:41.672,0.136,2019/12/28T19:00:41.808,local
192.168.2.200,192.168.2.100,38128,3000,6,40,6176,FSPA,2019/12/28T19:00:41.808,0.140,2019/12/28T19:00:41.948,local
192.168.2.100,192.168.2.200,3000,38128,6,40,3208,FSPA,2019/12/28T19:00:41.808,0.140,2019/12/28T19:00:41.948,local
192.168.2.100,192.168.2.200,3000,38130,6,40,3208,FSPA,2019/12/28T19:00:41.948,0.140,2019/12/28T19:00:42.088,local
192.168.2.200,192.168.2.100,38130,3000,6,40,5392,FSPA,2019/12/28T19:00:41.948,0.140,2019/12/28T19:00:42.088,local
192.168.2.100,192.168.2.200,3000,38132,6,40,3208,FSPA,2019/12/28T19:00:42.088,0.140,2019/12/28T19:00:42.228,local
192.168.2.200,192.168.2.100,38132,3000,6,40,3648,FSPA,2019/12/28T19:00:42.088,0.140,2019/12/28T19:00:42.228,local
192.168.2.100,192.168.2.200,3000,38134,6,40,3208,FSPA,2019/12/28T19:00:42.228,0.128,2019/12/28T19:00:42.356,local
192.168.2.200,192.168.2.100,38134,3000,6,40,6168,FSPA,2019/12/28T19:00:42.228,0.128,2019/12/28T19:00:42.356,local
192.168.2.200,192.168.2.100,38136,3000,6,40,5424,FSPA,2019/12/28T19:00:42.356,0.128,2019/12/28T19:00:42.484,local
192.168.2.100,192.168.2.200,3000,38136,6,40,3208,FSPA,2019/12/28T19:00:42.356,0.128,2019/12/28T19:00:42.484,local
192.168.2.100,192.168.2.200,3000,38138,6,40,3208,FSPA,2019/12/28T19:00:42.484,0.144,2019/12/28T19:00:42.628,local
192.168.2.200,192.168.2.100,38138,3000,6,40,5200,FSPA,2019/12/28T19:00:42.484,0.140,2019/12/28T19:00:42.624,local
192.168.2.100,192.168.2.200,3000,38140,6,40,3208,FSPA,2019/12/28T19:00:42.628,0.140,2019/12/28T19:00:42.768,local
192.168.2.200,192.168.2.100,38140,3000,6,40,5040,FSPA,2019/12/28T19:00:42.624,0.144,2019/12/28T19:00:42.768,local
192.168.2.100,192.168.2.200,3000,38142,6,40,3208,FSPA,2019/12/28T19:00:42.768,0.144,2019/12/28T19:00:42.912,local
192.168.2.200,192.168.2.100,38142,3000,6,40,5416,FSPA,2019/12/28T19:00:42.764,0.148,2019/12/28T19:00:42.912,local
192.168.2.100,192.168.2.200,3000,38144,6,40,3208,FSPA,2019/12/28T19:00:42.912,0.144,2019/12/28T19:00:43.056,local
192.168.2.200,192.168.2.100,38144,3000,6,40,5224,FSPA,2019/12/28T19:00:42.912,0.144,2019/12/28T19:00:43.056,local
192.168.2.200,192.168.2.100,38146,3000,6,40,5216,FSPA,2019/12/28T19:00:43.056,0.144,2019/12/28T19:00:43.200,local
192.168.2.100,192.168.2.200,3000,38146,6,40,3208,FSPA,2019/12/28T19:00:43.056,0.144,2019/12/28T19:00:43.200,local
192.168.2.100,192.168.2.200,3000,38148,6,40,3208,FSPA,2019/12/28T19:00:43.200,0.144,2019/12/28T19:00:43.344,local
192.168.2.200,192.168.2.100,38148,3000,6,40,5112,FSPA,2019/12/28T19:00:43.200,0.144,2019/12/28T19:00:43.344,local
192.168.2.200,192.168.2.100,38150,3000,6,40,5128,FSPA,2019/12/28T19:00:43.340,0.148,2019/12/28T19:00:43.488,local
192.168.2.100,192.168.2.200,3000,38150,6,40,3208,FSPA,2019/12/28T19:00:43.344,0.144,2019/12/28T19:00:43.488,local
192.168.2.200,192.168.2.100,38152,3000,6,40,5048,FSPA,2019/12/28T19:00:43.488,0.152,2019/12/28T19:00:43.640,local
192.168.2.100,192.168.2.200,3000,38152,6,40,3208,FSPA,2019/12/28T19:00:43.488,0.152,2019/12/28T19:00:43.640,local
192.168.2.100,192.168.2.200,3000,38154,6,40,3208,FSPA,2019/12/28T19:00:43.640,0.140,2019/12/28T19:00:43.780,local
192.168.2.200,192.168.2.100,38154,3000,6,40,5192,FSPA,2019/12/28T19:00:43.640,0.140,2019/12/28T19:00:43.780,local
192.168.2.100,192.168.2.200,3000,38156,6,40,3208,FSPA,2019/12/28T19:00:43.700,0.144,2019/12/28T19:00:43.844,local
192.168.2.200,192.168.2.100,38156,3000,6,40,3640,FSPA,2019/12/28T19:00:43.700,0.144,2019/12/28T19:00:43.844,local
192.168.2.200,192.168.2.100,38158,3000,6,40,3648,FSPA,2019/12/28T19:00:43.844,0.140,2019/12/28T19:00:43.984,local
192.168.2.100,192.168.2.200,3000,38158,6,40,3208,FSPA,2019/12/28T19:00:43.844,0.140,2019/12/28T19:00:43.984,local
192.168.2.200,192.168.2.100,38160,3000,6,40,3616,FSPA,2019/12/28T19:00:43.984,0.140,2019/12/28T19:00:44.124,local
192.168.2.100,192.168.2.200,3000,38160,6,40,3208,FSPA,2019/12/28T19:00:43.984,0.140,2019/12/28T19:00:44.124,local
192.168.2.200,192.168.2.100,38162,3000,6,40,3656,FSPA,2019/12/28T19:00:44.124,0.140,2019/12/28T19:00:44.264,local
192.168.2.100,192.168.2.200,3000,38162,6,40,3208,FSPA,2019/12/28T19:00:44.124,0.140,2019/12/28T19:00:44.264,local
192.168.2.200,192.168.2.100,38164,3000,6,40,3640,FSPA,2019/12/28T19:00:44.264,0.136,2019/12/28T19:00:44.400,local
192.168.2.100,192.168.2.200,3000,38164,6,40,3208,FSPA,2019/12/28T19:00:44.264,0.140,2019/12/28T19:00:44.404,local
192.168.2.100,192.168.2.200,3000,38166,6,40,3208,FSPA,2019/12/28T19:00:44.400,0.140,2019/12/28T19:00:44.540,local
192.168.2.200,192.168.2.100,38166,3000,6,40,3616,FSPA,2019/12/28T19:00:44.400,0.140,2019/12/28T19:00:44.540,local
192.168.2.100,192.168.2.200,3000,38168,6,40,3208,FSPA,2019/12/28T19:00:44.540,0.140,2019/12/28T19:00:44.680,local
192.168.2.200,192.168.2.100,38168,3000,6,40,3624,FSPA,2019/12/28T19:00:44.540,0.140,2019/12/28T19:00:44.680,local
192.168.2.100,192.168.2.200,3000,38170,6,40,3208,FSPA,2019/12/28T19:00:44.680,0.144,2019/12/28T19:00:44.824,local
192.168.2.200,192.168.2.100,38170,3000,6,40,3664,FSPA,2019/12/28T19:00:44.680,0.144,2019/12/28T19:00:44.824,local
192.168.2.200,192.168.2.100,38172,3000,6,40,3648,FSPA,2019/12/28T19:00:44.824,0.140,2019/12/28T19:00:44.964,local
192.168.2.100,192.168.2.200,3000,38172,6,40,3208,FSPA,2019/12/28T19:00:44.824,0.140,2019/12/28T19:00:44.964,local
192.168.2.200,192.168.2.100,38174,3000,6,40,3624,FSPA,2019/12/28T19:00:44.964,0.144,2019/12/28T19:00:45.108,local
192.168.2.100,192.168.2.200,3000,38174,6,40,3208,FSPA,2019/12/28T19:00:44.964,0.144,2019/12/28T19:00:45.108,local
192.168.2.200,192.168.2.100,38176,3000,6,40,6416,FSPA,2019/12/28T19:00:45.108,0.132,2019/12/28T19:00:45.240,local
192.168.2.100,192.168.2.200,3000,38176,6,40,3208,FSPA,2019/12/28T19:00:45.108,0.132,2019/12/28T19:00:45.240,local
192.168.2.200,192.168.2.100,38178,3000,6,40,3496,FSPA,2019/12/28T19:00:45.240,0.144,2019/12/28T19:00:45.384,local
192.168.2.100,192.168.2.200,3000,38178,6,40,3208,FSPA,2019/12/28T19:00:45.240,0.144,2019/12/28T19:00:45.384,local
192.168.2.200,192.168.2.100,38180,3000,6,40,5056,FSPA,2019/12/28T19:00:45.384,0.116,2019/12/28T19:00:45.500,local
192.168.2.100,192.168.2.200,3000,38180,6,40,3208,FSPA,2019/12/28T19:00:45.384,0.116,2019/12/28T19:00:45.500,local
192.168.2.200,192.168.2.100,38182,3000,6,40,5688,FSPA,2019/12/28T19:00:45.500,0.140,2019/12/28T19:00:45.640,local
192.168.2.100,192.168.2.200,3000,38182,6,40,3208,FSPA,2019/12/28T19:00:45.500,0.140,2019/12/28T19:00:45.640,local
192.168.2.200,192.168.2.100,38184,3000,6,40,5624,FSPA,2019/12/28T19:00:45.640,0.140,2019/12/28T19:00:45.780,local
